index,content 
11,Совершенно неспособного к управлению человека поставили королем.
12,все как всегда разделились на братьев по разуму и 10 из 10 ))
13,"Если бы не сплетни Сансы , а вдальнейшем предательство Вариса, всё могло быть совсем иначе. Кстати Санса стала не лучше Серсеи, такая же стерва. Я бы на месте джона не простил её. А так в целом, все получили то, что заслужили."
14,Санса редкостная стерва.Все проблемы и  за нее.
15,"Варис её не предавал, он сразу сказал я Служу ГОСУДАРСТВУ.
Он очень талантливый чекист, верный родине и до самого конца им и остался."
16,"Нельзя, просто так взять и слить весь сезон в унитаз..."
0,
1,"боже, насколько я разочарован, ставлю 7 просто из за любви к сериалу в целом, но это совсем не тот финал который я ждал, ""5 серий войны между собой, объединение всех и вся, 6я серия борьба живых и мертвых, Серсея, Дейнерис, Джон, все вместе, героическая победа Джона"" только что придуманный мною за 5 секунд сценарий, который в 10 раз лучше, да клише, но это было бы мего эпично, как Финал, как Властелин колец, а получили, то что получили"
2,"Ну закончилось ожидаемо они друг с другом передрались, после того как она сожгла город все было ясно чем закончится."
3,"Ну, если для актера игравшего Брана Петиция - это оскорбление, то он слишком вжился в роль короля. Пускай скажет спасибо, что его не оскопили или не сожгли заживо фанаты.
 
Если, кто-то из актеров не понимает, чем фанатам не нравится концовка сериала, то он просто не смотрел сериал и этому актеру нужно сдать все заработанные в сериале деньги на благотворительность.
 "
4,"я вчера видел новой интервью на на сайте News usa .
Могу в кратце тебе тебе описать ее слова:
Честно говоря, это очень, очень странно. Я словно онемела, когда пришел абсолютный конец. Я совершенно не была к этому готова.
При этом на днях она еще заявила что хотела бы иного финала и побольше времени для своей героини и ее близких людей.И еще она бы хотела побольше сцен  между ней и Серсеей.
 "
5,"спасибо. уверен, это она еще мягко сказала. да все актеры чет пока не очень критикуют финал))"
6,"Актер который играл Брана он заявил что ему понравился финал.
Актриса которая игра Сансу тоже заявила что финал хороший.
Актер который играл Серого червя тоже заявил что финал годный.
А вот Кит Хэрингтон и Эмилия Кларк вот им финал не понравился и они ожидали лучшего финала)"
7,"Эпичный слив! Можно было вместо этой серии просто пустить титры и закадровый голос мол ""Жили они долго и счастливо, и трахались они на драконе""))))"
8,"ну вот. это уже лучше чем то, что показали.
так че 10 ставишь ?"
9,"Столько говна в комментах о серии и сезоне в целом. Ну, слабее сезон от остальных, согласен, но концовка предсказуемая. Чего ждали то?"
10,"Все верно.На протяжении 8 лет нас пугали  ходаками и нам внушали что ходаки все  уничтожат на своем пути.
Сколько раньше было интриг и поворотов сколько историй не показано сколько теорий не рассказано.
Вспомните битву в суровом доме с ходаками как было зрелищно  и круто  и какие ходаки там были жесткие.
Стена пала от Короля ночи а замок винтерфелл выстоял против Короля ночи и ходоков.
Но самое смешное как Арья убила крутого Короля ночи при этом хз откуда взялась как-то перепрыгнула сквозь  всех его  телохранителей и убила его еще так пафасно это же hollywood ."
11,"поправочка: я, в целом, имел в виду насчет концовки и отношений Джона и Дени. Но то что не раскрыли до конца сюжетные линии - тут полностью согласен - бред!"
12,"Ох в суровом доме битва, это мать его лучшая серия в сериале) А еще я очень ждал ""раз на раз"" между королем ночи и джоном, ну они сколько раз встречались, переглядывались, типо вызов друг другу бросали, очень хотелось увидеть дуэль"
13,"Причем тут сценаристы если они все привели к развязкам, которые им Мартин озвучил. И книга его ничего существенно не изменит. Сценаристы заранее подстраховались и еще с первых сезонов узнали у автора все сюжетные линии основных персонажей, чтобы в случае внезапной смерти Мартина воплотить его задумки.
Катить бочку на сценаристов можно за тягомотину, но никак не за то как все закончилось. Вопросы к Мартину))"
14,"Чта?
Мартин не принимал участие в 8 сезоне и сезон писали без него и без его помощи.Сценарий писали  специалисты из США для 7 и 8 сезона.
Может Мартин и давал  им информации насчет сюжета но это было давно пару лет тому."
15,"я обьясню на примере причем тут два удота))Автор дал им результат,из пункта А в пункт Б)и первые 6 сезонов под чутким руководством мартина мы ехали по широкому четырехполосному шоссе с комфортом,в 7 уже без него нас вывели на проселочную дорогу с ямами и ухабами,а перед самым пунктом назначения они завели нас в болото,и в итоге мы вроде в пункт Б доехали,но все в говне и уставшие)"
16,"Недовольные концовкой комментаторы очень хорошо показывают, что в сериале Игра Престолов показаны настоящие люди-там они тоже тупые и недовольные :D"
17,"расходимся, нас нае*али"
18,"А вообще они хорошо устроились. Калека на троне, пьяница стал вечным десницей. А вот Дайнерис, что пропахала весь путь к железному трону - мертва.
Джон Сноу - какой-то неудачник. Всегда был недотепой и так им остался. Джон Сноу так и остался Snow. Снежок. Зачем?
Бессмысленный конец.
Фильм запомниться мне плохим концом. И Джон Сноу запомнится мне тем героем, каким не надо быть.
Глупая концовка. Ставил всегда десятку сериям. Этой поставил 1.
Режиссеров - на них нужно проклятие наложить за такую концовку.
В общем не Петицию надо слать, а Ультиматум  - либо переснимаете, либо накладываем на вас заклятие с помощью всех существующих магий.
 
Самая плохая серия из всего сериала.
 
Вот моя концовка. Она имеет логику.
Дайнерис отправляется править на Восток - где она имеет поддержку у народа. Там же у неё остался любовник, что может стать её мужем.
Джон Сноу женится на Сансе и по закону крови становится королём Семи Королевств.
Карлик - десница.
 
Как вариант можно было оставить жизнь Серсеи. Она умирает после родов ребёнка.
Бран считает ворон как Великий Мейстер.
Хорошая концовка."
19,"Лучше, в течении 6 серий идут перипетии с королем ночи, в итоге он всех гасит, и в конце нам открывается все о нем, так что бы рты по открывались)"
20,"чуть не уснула..... второй финал, который можно было не смотреть вообще
Что Лост, что этот"
21,"последний сезон очень слабый, скомканный и претензий к нему у меня хватает. а вот финальной серией, с учётом всего происходящего, я вполне довольна. вполне закономерная финальная точка всей этой истории.
 
солидарна с мнением актёров. абсурдная петиция. неужели все подписывающие действительно верят, что могут таким образом заставить переснять сезон? или это прикол такой - каждый раз петицию организовывать, если что-то в сериале, по мнению фанатов, пошло не так? в общем, глупо это всё."
0,
1,"Жаль, что закончился сериал, очень жаль... 6 лет жизни..."
2,"Поставил 8, уж очень хотелось, чтоб Арья надела маску Джейме и поставила финальную точку в своем списке."
3,"Джон Сноу и есть король Мертвых, если вы не поняли. В конце когда они все уходят за стену во льда, это четко понятно. Джон не может умереть больше, поэтому он со временем и станет королем Мертвых, чтобы вернуться и забрать по праву свой трон. Здесь парадокс времени, и когда Ария убивает короля - она убивает Джона, а тот хотел мести Брану, поэтому его и искал."
4,"Поэтому у серии такие низкие оценки... сами придумали, сами обиделись. Никого не обвиняю, но люди реально уже не отличают свои домыслы и фантазии от того, что есть в реальности. Даже если Мартин допишет свои книги, в конце-то уже концов, его тоже обвинят в сливе и в том, что у него маразм уже. Ещё и петицию напишут, что он все книги переписать должен..."
5,"Вот и я о том же. Петиция бред, как можно заставить автора перетворить свое творение?"
6,"Меня больше поражает то, что люди считают, что у них есть такое право. Требовать переснять. Интересно, хоть примерно кто представляет, сколько труда, денег, сил в это всё вложено... Тут говорят, мол, 8 лет на сериал они потратили и такое получили. Да. Прям утрудились за эти 8 лет ИП смотреть. Так невыносимо сложно это было, так затратно, столько денег вложили... Просто смешно читать. А актёры, которые действительно потратили много лет на своих персонажей, которые кучу сил вложили, души, личного времени (не 40 минут на серию), для которых это была работа тяжёлая, а не развлечение. Вот эти актёры, вместе с другой командой должны теперь метнуться кабанчиком и вложить ровно столько же в новый сезон, потому что фанаты намечтали лишнего и совсем обнаглели. Да, за гонорар, не бесплатно... Но им это надо? Хоть кому-то, кто реально был в проекте и вложил в него реальные силы, а не просто сидел и смотрел? Я вообще не понимаю, какие претензии к HBO могут быть? С Мартина спрашивайте, это же он забил на своё произведение. У меня вот все вопросы только к нему, а сами актёры молодцы, остальные тоже сделали, что могли и умели, и так, как ОНИ это видели. ""Я художник. я так вижу"". Люди же хотят рисовать чужие картины за чужой счёт... Тут кто-то про IQ писал тех, кому это всё могло понравиться, а вот я бы на возраст посмотрела. Потому что у всех моих знакомых: чем моложе, тем сильнее бомбит."
7,"Учитывая, что сезон в целом был ну очень слабым, вполне ожидаемо финал оказался лучшей серией 8 сезона. Лично я концовкой вполне доволен этакий полу-хэппи-энд получился)
Ну а среди негативных отзывов более-менее толковых комментариев — минимум, одно только нытьё, нытьё и нытьё. Кажется ребятки забыли какой сериал смотрят."
8,Это ты забыл какой сериал смотрел))
9,"Ожидаемо горящих очень много,  мне тоже именно финал очень зашел"
10,"Концовка просто замечательная, ничего лишнего, просто взяли и закончили. Я конечно думал, что Ария кончит дайнерис, но и так норм, главное что эту конченую убрали хоть и в самом конце."
11,"Если бы Арья убила дайнерис это было бы тупо, а вот то что джон убил это символично."
12,Ловите ссылку: http://a.retre.org/share/?sdr=5053efdcb0a1d11642d5a5ee5b630460&c=145&s=8&e=6&u=4843542&n=1&newbie=
13,"Хм, скучно и в общих чертах предсказуемо, вот вкратце описание финальной серии.
Самая непредсказуемая в 8-ом сезоне была 3-я серия, лично я никогда бы не смог предсказать то, как эпично сольют в унитаз за одну серию всю сюжетную линию с королем ночи и ходоками, которую нагнетали за 3-и 4-е предыдущих сезона... в итоге ни хрена не понятно, - кто такие и зачем вообще приперлись :)."
14,"Что это за дядя Сансы был, по матери брат или кто?"
15,"Да, по матери. Талли. Это была его свадьба, когда случилась Красная свадьба."
16,"он успел,видимо, жениться, раз жив))) плохо помню тот епизод, кроме резни...."
17,"Не самый плохой вариант окончания сериала. Да, последние 3 сезона довольно туповаты и логика в них хромает. Да, последний сезон получился скомканным и сумбурным. При этом рассказана довольно увлекательная история, эпичная и запоминающаяся. А концовка ставит точку не самым худшим образом, все вернулось на круги своя, на большинство вопросов сценаристы ответили (не всегда эти ответы хороши, правда), сюжетные арки всех основных персонажей закрыты. Хорошо это или плохо, создатели оставили небольшое окно для возможных продолжений, однако чувство завершенности всего сериала присутствует.
По поводу того, как приняли финал зрители: вероятно, ожидалось что-то мозговыносящее в хорошем смысле и супер неожиданное, а получили предсказуемый конец (к слову, он стал предсказуемым только после 3 серии 8 сезона). Я согласен, что Мартин, одобривший такой финал не больно то и старался, а создатели просто не смогли родить нечто потрясающее сами. Да и продюссерское давление чувствуется. Однако когда я читаю отдельные теории по тому, как должен был развиваться сюжет, я очень рад, что финал получился именно таким, каким получился.
P.S. Петицией скорее всего подотрут задницу."
18,Лично я хотел чтобы всё закончилось порно сценой дайнерис с джоном на 50 минут серии а патом он стал королем.
19,"Ага групповухой дайнерис, дракон и джон..."
20,"Тирион, Джон Сноу и Серый Червь : DDD"
0,
1,"Мое любимое произведение, любимый сериал по любимым книгам в любимой вселенной. Просто уничтожен. Вся продуманность сюжета с ее крутыми поворотами и развязкой просто в мусор. Герои внезапно стали тупыми, причем все, начиная от среднестатистических персонажей и заканчивая матерыми и опытными Игроками в престолы. Что тупой Джон, едва ли выдавивший из себя какую-то другую фразу, кроме ""Ты - моя королева"", совершающий откровенно идиотские поступки (и нет, тут не сработает оправдание ""ох, ита жи изза лубви!""). Особенно, когда от него требуется умолчать о родословной, и он такой ""дада, я в любом случае сяду на престол, никому не скажу об этом, это ведь ничего не изменит"" и на следующий день идет говорить не кому-то иному, как самой Сансе, зная, как она относится к Дени и что из этого может выйти. Что Тирион, работающий с ШТ на протяжении долгого времени, но абсолютно почему-то непонимающий, как она отреагирует на то или иное его действие. Король Ночи, который шел как огромная угроза с севера, жестокий и имеющий четкий план действий и стратегию, непреодолимая опасность с многотысячным войском и гребаным драконом решил идти с врагом воевать в лоб, понимая все риски. Варис, который играет в такие игры с детства понимая риски рассказывает Тириону, что он хочет отравить Дени, при этом зная, что тот ее любит. Это просто звездец. Спасибо HBO и D&D за то, что сломали произведение, которым я восторгалась около 10ти лет."
2,Разрешите я вас обниму в вашей печали( Я ее полностью разделяю(
3,Полностью с вами согласна!
4,"И потом, смотрите. Нам весь сериал показывали целый мир. А в последнем сезоне показали лишь Север и Королевскую Гавань.
А что случилось с наследием Дайнерис на Востоке. Там же она любовника своего оставила править. Что с железным банком? Что с лигой убийц? Что с красными жрицами и богом огня?
Ограниченная концовка. Просто слепили сезон.
Нет надо было по другому закончить сериал."
5,"Белые ходоки из свиты - это и есть подросшие младенцы. Свиту себе создавал, не в компании же вихтов править."
6,"Благодарю за ответ! Не знал, честно... Но что услышал Варис в огне? Почему ему было бы не поделиться этим с Тирионом перед казнью, например?"
7,"Не знаю) Можно предположить, что свою смерть в огне Дейнерис или ее сумасшествие. Теперь уж не узнаем, а гадать можно бесконечно.
 
Но что касается вопроса топикстартера про Владыку Света, то тут в принципе они логику более или менее сохранили: если бы Мелисандра не топила за Станниса, Неду не отрубили бы голову, не было бы войны 5 королей и Красной свадьбы и Кейтилин была бы жива. Не случись всего этого, Арья не осталась бы сиротой, не скиталась бы, не составила бы свой список, не встретила бы Якена, не стала бы ассасином. Не стань она ассасином, не убила бы КН. Если бы Мелисандра не воскресила бы Джона, он бы не собрал войска для защиты Винтерфелла. Если бы Берик и Пес не были бы рядом, Арья могла бы погибнуть. Так что Владыка постарался. Непонятно только, зачем она Ширен сожгла, вот эта жертва в рамках логики сериала была бессмысленной и жестокой."
8,"ну все недовольны последним сезоном, оно и понятно. не то что бы снято было плохо, просто очень скомкано и обрывисто, как будто сценарий писали месяц максимум. просто налепили самых резких и неадекватных концовок и все. а чаво к чаму и пачиму вообще не понятно, как все так могло закончится. самые неожиданные концы почти всем сюжеткам дали, кроме пса, джона и арьи.
 
седая чокнулась - чаво, пачиму? о_О
варис не сныкался от ожидаемой казни - чаво, пачиму? о_О
бран король - чаво, пачиму? о_О
ну и т.д."
9,"Ну как почему ее дракона убили и ее подругу тоже, а джон вдруг ее племяником оказался а она с ним уже того, ну вот нервы и не выдержали.
 
Бран лучший кандидат на роль Короля за всю историю вестероса, без загонов и нервов на уровне ИИ, который может лично увидеть все что происходит у него в царстве и что происходило."
10,"Мда, после просмотра финала начинаю жалеть что смотрел этот сериал, я конечно понимаю что сценаристы пошли на поводу у фанатов и решили сделать непредсказуемую концовку.... но чтобы так всё испортить ? Бран - король серьёзно ? Столько бились за трон, сколько было достойных претендентов и выбрали не пойми кого.... многих главных героев сценаристы просто слили, можно было придумать столько интересных концовок но сделали какую то фигню. Так же очень много в сериале осталось недосказанного.... в общем разочарован что сказать."
11,Для меня сериал закончился на смерти Серсеи.  Последнюю серию можно было вообще не смотреть.
12,"– Джон, иди и убей Дейнерис.
– Но Тирион, что делать с дотракийцами? Без неё они пойдут жечь и грабить всё подряд!
– Да брось, потом разберёмся. Тебе просто надо убить Дейнерис.
– Но Тирион, а как же безупречные? Они фанатично верят в свою королеву и будут за неё мстить!
– Я же сказал, потом разберёмся. Просто иди и убей Дейнерис.
– Но Тирион, а как же грёбаный, мать его, дракон! Если я убью Дейнерис, он может взбеситься и уничтожить вообще всё!
– И с ним тоже разберёмся. Иди уже!
– Хм... Окей.
 
О_О
 
Жаль что перед смертью Дейнерис не сказала: ДРАКАРИС!
Я бы с удовольствием посмотрел на этот экстерминатус..."
13,"Тупой плебс поливает говном сериал(порой заслуженно) в котором гг может быть убит, а сам с открытой пастью пускает слюни на марвел"
14,"Тирион слишком хитрожоп - убили 2 человек из-за него(в одном сезоне, по крайней мере), а ему опять получилось напи*деть, чтоб его не казнили. Так еще и десницей опять стал! пипец просто."
15,Еврейское начало )
16,"гг, верняк))"
17,эх вот и конец
18,"Просто эта сцанина не логична. Для дотракийцев и безупречных она была как бог, они умирали за неё. Они бы 100% казнили бы и сноу и карлика и скорее всего всех северян от которых вообще ничего не осталось. А тут показывают как они их отпускают, а потом сноу спокойно идёт по рынку мимо дотракийцев. Хз для кого такую лажу вообще снимали. Или как бревно на колёсиках заявляет ""а зачем тогда я проделал такой путь"", а уже в следующем диалоге карлику ""я тоже не хотел быть королём"". В происходящее просто не веришь."
19,дотракийцы должны признать джона эйгона своим новым кхалом... он убил кхалиси
20,Дотракийцам как раз похуй. Хотя безяйцевым тоже по идее должно быть похуй))
21,"С хуя ли им похуй? Если они ей поклонялись, были верны и поехали умирать за неё..."
22,"Как по мне великолепная концовка!!!
Я думал всех перекрошат но нет счастливый конец!!!
Спасибо!!!!!!!!!!"
23,"Или ты тролль,или иди на хуй."
24,солидарен
25,Warlock1 Окунь с тобой всё понятно иди дальше губами щёлкай...)
0,
1,"Какое фуфло! Режиссеров на мыло! Как можно было настолько испортить такой мировой и неповторимый сериал??? Ночной дозор, которого нет, после борьбы и воскрешения???? Вы издеваетесь??? Прям не уверенна, что после такого вообще стоит ли привязыватся к какому-либо сериалу... липите свое фуфло, я в этом не участвую!!! HBO в мусор!!!"
2,"Ночной дозор там уже просто как ссылка из вестеросса на север, охранят там уже нечего и не от кого. Одичалые стали ночным дозором по сути своей."
3,"Согласен, бессмыслица. НД был создан для защиты от одичалых и ходоков. Ходоков нет, а одичалые теперь ночной дозор. WTF ?"
4,"Короче карлик подбил потенциального короля семи королевств на преступление. И в результате сам стал десницей, а наивный Джон вместо царствования поехал морозиться в жопу мира. А мог бы вместе с бабой летать на драконе, строить везде с ней ""демократию"" по своему усмотрению и наделать кучу потомков. Мораль - не верь злобным карликам, своя баба лучше."
5,"Ну как бы Джон стал королем, правда за стеной. : )) Король за Стеной."
6,"Ну и как бэ наступила весна и теперь на севере не будет таких холодных зим, т.к. Надобности в них нет ибо ходоки все истреблены) почитайте книгу)"
7,"Мораль в том,что сценаристы слили сериал в говнище,а не в выводах после просмотренного."
8,"Столько кусков хронометража просто исчезло: думаешь, что действия идут на следующий день, а они аж через неделю - ни признаний убийцы, ни его действий - убил, следующий кадр (через неделю) он в тюрьме... Общая оценка: прочитан краткий пересказ за 5 минут до начала урока литературы в школе"
9,"Концовка с продолжением, все при власти. Даже Джон предводитель одичалых, а у Арии все еще впереди.  "
10,ЭПОПЕЯ ЗАКОНЧИЛАСЬ...КАК ЖАЛЬ!((((
11,"Ну что ж вот и закончилось тупое говно тупого говна. Народ, кто тоже считает что 8 сезон слит, заходим на ченджорг и подписываем петицию о пересъёмке сезона.
https://www.change.org/p/hbo-remake-game-of-thrones-season-8-with-competent-writers
Можно ещё создать петицию за посев Бена и Васи на кол."
12,"Да хоть заподписывайтесь, никто ничего переснимать не будет!"
13,"Чего вы ноете? Закончилось все логично до безумия. Закончилось тем чем и начиналось сообственно. То что дайнерис убьют было и ежу
Понятно, она спятили от власти, ненависти и чувства мести. То что джон не станет королем тоже было понятно, у него судьба такая быть бастардом. То что серый червь принял решение, не убивать джона и всех северян ЭТО ТОЖЕ ЛОГИЧНО! Чистите уши и слушайте диалоги внимательно. Сериал закончился классно. Да,
Жаль дайнерис, но она сама себе своими действиями вырыла могилу. Да,
джона тоже жалко, но тут нечего не попишешь. А больше всех жалко ланестеров, у них крайне тяжелая и печальная участь. НБО, спасибо за шикарные годы с этим сериалом!  "
14,"Блять.. Какой нахуй свет? Какая нахуй надежда? Это, блять, СРЕДНЕВЕКОВЬЕ! Что для Дени, что для Джона, что для Тириона с Джейме все эти простолюдины в лучшем случае говорящие животные. Идите почитайте реальную историю что в средних веках происходило в захваченных городах. Там Дени с её драконом отдыхает."
15,"Ты вообще внимательно смотрел? Город сдался, солдаты сложили оружие, колокола били капитуляцию. Все что оставалось сделать войти в замок и предать Серсею суду! Но Дени рашила устроить Хиросиму."
16,Ну тогда и Дени это животное и прирезал ее Джон как свинью)
17,Спасибо Лостфильм за лучшую озвучку! С первого сезона смотрел только в вашей озвучке.
18,Не эпично.
19,"Если брать 8ой сезон отдельно от остального, то вполне такой неплохой фентези сериальчик, но вот как конец эпичной истории ему нельзя быть, ибо столько дыр и нелогичности, что ппц. Ход с Браном был хорош, но его тут же слили ходом Сансы... и так постоянно."
0,
1,"Отпишитесь, есть ли те кто тоже хотел бы победы Короля Ночи и увидеть его на Железном Троне? Вот это было бы круто!"
2,Нафиг королю ночи железный трон? Скорее всего после убийства всех живых он бы  самоликвидировался и его задача была бы выполнена.
3,"Не, начались бы звездные войны ))"
4,"Я хотел увидить как Якин Гхар снимает маску Арьи и такой ""валар моргулис, пасаны""."
5,"Ланнистеры и Таргариены мои любимые дома.
Daenerys Targaryen и Cersei Lannister мои любимые персонажи.
Jaime Lannister - очень сильно понравился этот персонаж и его история.
Jorah Mormon-тоже интересный персонаж.
Жаль что так рано слили Drogo не плохой был персонаж.
В целом даже с учетом плохого финала Сериал просто великолепный и увлекательный."
6,"Не печалься их история вовсе не закончена, книги еще не закончены. Впрочем не факт что вообще мы когда то увидим новую, но по крайней мере там все кто надо еще живы."
7,"Остается только надеется на книги)
Ветра зимы  может до конца года и выпустит Мартин книгу а вот Грёзы о весне вот хз."
8,"Скиньте ссылку где можно посмотреть начиная с 1 сезона, спасибо"
9,дай адрес эмейл или что-то на подобие этого
10,Капитан очевидность советует тебе нажать строку Гид по сериям вверху над комментариями.
11,"Конец, а кто смотрел, молодец )) При просмотре последней серии думал, слава Богу, наконец-то сага закончится. Все шесть серий могли бы вместит в, максимум, три. Только первые сезоны посмотрел без отрыва с придыханием. Всё, спасибо, до свидания ))"
12,"Меня полностью устраивает концовка сериала.
Сколько семейство Ланистеров и Таргариенов билось за этот трон, сколько узурпировало простых людей. и в итоги никому из их представителей трон не достался. Я считаю это справедливым.
И то, что представитель из дома Старков теперь на троне, самый лучший вариант.
Север так же заслужил право на суверенное королевство. Они защитили людей от нежити."
13,"А мне понравилось. Красиво, вполне логично. Правда из Дейнерис попробовали сделать коммунистку, а из всех остальных выживших – демократов, но похоже в нынешнем сериалостроении без этого никак."
14,"Согласен с вами. Последняя серия куда удачней чем можно было представить. Хеппи энда для всех всё равно  не было бы, а так всё отлично."
15,"Тирана из нее сделали а не коммунистку, а выжившие выбрали аристократию, над идей демократии от Сэма они просто посмеялись."
16,"считайте почти демократию.... т.е. США победила коммунистов и монархов - бран вообще всё просчитал... как подставить эйгона... так чтобы слить всех и стать правителем... он так то к этому стремился.. не мечтает лорд быть королем, а жаждет...."
17,Что я щас посмотрел? Это что за ебанина была?
18,Скажи!?  я сам в шоке ! хоть бы пересняли ...
19,"Это было содержание голов сценаристов при отсутствии первоисточника. Сюжет настолько скомкан и нелогичен, что лучше бы они хеппиэнд в стиле властелина колец сбацали, чем такой бред показывали."
20,"Самый рейтинговый сериал современности, хуле."
21,Что за хрень? Почему не дает скачать?
22,Надеюсь переснимут =((
23,"Глупо было ожидать иного завершения сериала. Предполагаю, что все что не вошло в него и другая концовка выйдет в новой книге Мартина."
